,Name,Genre,Revenue,Director,Tomatometer,Audience
11339,The Promised Land,"History, Drama",$256.3K,Nikolaj Arcel,96,94
11340,Lisa Frankenstein,"Horror, Romance, Comedy",$9.7M,Zelda Williams,51,82
11341,Kung Fu Panda 2,"Kids & family, Comedy, Adventure, Animation",,Jennifer Yuh Nelson,81,74
11342,Dune,"Sci-fi, Adventure",,David Lynch,37,65
11343,Migration,"Kids & family, Comedy, Adventure, Animation",$123.5M,Benjamin Renner,73,88
11344,Double Blind,"Horror, Mystery & thriller",,Ian Hunt-Duffy,1,77
11345,Megamind,"Kids & family, Comedy, Adventure, Animation",$148.3M,Tom McGrath,73,72
11346,Saltburn,"Comedy, Drama, Mystery & thriller",$11.4M,Emerald Fennell,71,79
11347,Priscilla,"Drama, Romance, Biography, Music",$20.2M,Sofia Coppola,84,63
11348,Mea Culpa,"Crime, Drama, Mystery & thriller",,Tyler Perry,26,37
11349,Barbie,Comedy,$636.2M,Greta Gerwig,88,83
11350,The Creator,"Sci-fi, Action, Adventure",$40.8M,Gareth Edwards,67,76
11351,The Marvels,"Action, Adventure, Fantasy",$84.5M,Nia DaCosta,62,82
11352,This Is Me... Now: A Love Story,Musical,,Dave Meyers,75,81
11353,The Last Airbender,"Fantasy, Adventure",$131.6M,M. Night Shyamalan,5,3
11354,Ferrari,Drama,$18.5M,Michael Mann,72,74
11355,May December,"Drama, Romance",,Todd Haynes,9,66
11356,The Hunger Games: The Ballad of Songbirds & Snakes,"Action, Adventure, Sci-fi",$166.3M,Francis Lawrence,64,89
11357,Everything Everywhere All at Once,"Comedy, Adventure, Sci-fi, Fantasy",$76.7M,Dan Kwan,94,86
11358,Marlowe,"Mystery & thriller, Crime",,Neil Jordan,26,37
11359,Thanksgiving,"Holiday, Horror, Mystery & thriller, Comedy",$31.9M,Eli Roth,84,8
11360,Upgraded,"Romance, Comedy",,Carlson Young,77,67
11361,Society of the Snow,"Drama, Adventure, Biography",,J. A. Bayona,9,87
11362,Wish,"Kids & family, Fantasy, Adventure, Comedy, Animation, Musical",$63.9M,Chris Buck,48,81
11363,Talk to Me,"Horror, Mystery & thriller",$47.6M,Danny Philippou,95,82
11364,Yesterday,"Romance, Comedy, Music",$73.2M,Danny Boyle,63,89
11365,Damsel,"Comedy, Western",$282.8K,David Zellner,68,53
11366,BlackBerry,"Comedy, Drama, History",$1.5M,Matt Johnson,98,94
11367,Dream Scenario,"Comedy, Drama, Mystery & thriller, Horror",$4.9M,Kristoffer Borgli,92,68
11368,Scrambled,Comedy,$422.5K,Leah McKendrick,94,91
11369,Puss in Boots: The Last Wish,"Kids & family, Comedy, Adventure, Animation",$185.5M,Joel Crawford,95,94
11370,Reptile,"Crime, Drama",,Grant Singer,45,7
11371,Orion and the Dark,"Kids & family, Comedy, Animation",,Sean Charmatz,91,6
11372,The Boys in the Boat,"History, Drama, Biography, Sports",$52.5M,George Clooney,58,97
11373,Blade Runner 2049,"Sci-fi, Mystery & thriller",$91.5M,Denis Villeneuve,88,88
11374,The Killer,"Mystery & thriller, Action, Adventure, Crime",,David Fincher,86,61
11375,"Lover, Stalker, Killer","Crime, Documentary",,Sam Hobkinson,1,83
11376,X,"Horror, Mystery & thriller",$11.6M,Ti West,94,75
11377,Nyad,"Biography, Drama",,Elizabeth Chai Vasarhelyi,85,88
11378,When Evil Lurks,Horror,$544.7K,Demián Rugna,97,8
11379,His House,"Horror, Mystery & thriller",,Remi Weekes,1,73
11380,Arrival,"Sci-fi, Mystery & thriller, Drama",$100.5M,Denis Villeneuve,94,82
11381,Don't Worry Darling,Mystery & thriller,$45.3M,Olivia Wilde,38,74
11382,The Wonderful Story of Henry Sugar,"Comedy, Adventure, Short",,Wes Anderson,96,81
11383,Interstellar,"Sci-fi, Adventure, Action",$188.0M,Christopher Nolan,73,86
11384,Avatar: The Way of Water,"Sci-fi, Adventure, Action, Fantasy",$684.1M,James Cameron,76,92
11385,Spider-Man: Across the Spider-Verse,"Kids & family, Action, Adventure, Comedy, Fantasy, Animation",$381.2M,Joaquim Dos Santos,95,94
11386,Voyagers,"Sci-fi, Mystery & thriller, Adventure",,Neil Burger,25,55
11387,Mission: Impossible - Dead Reckoning Part One,"Action, Adventure, Mystery & thriller",$172.0M,Christopher McQuarrie,96,94
11388,The Batman,"Action, Adventure, Crime, Drama",$369.3M,Matt Reeves,85,87
11389,The Super Mario Bros. Movie,"Kids & family, Comedy, Adventure, Animation",$574.9M,Aaron Horvath,59,95
11390,Red Right Hand,"Action, Mystery & thriller",$29.3K,Eshom Nelms,44,8
11391,The Marsh King's Daughter,"Mystery & thriller, Drama",$1.8M,Neil Burger,41,73
11392,No Hard Feelings,"Romance, Comedy",$50.2M,Gene Stupnitsky,7,87
11393,Night Swim,"Horror, Mystery & thriller",$32.3M,Bryce McGuire,22,43
11394,Sicario,"Mystery & thriller, Crime, Drama, Action",$46.9M,Denis Villeneuve,92,85
11395,The Favourite,"Comedy, Drama",$34.2M,Yorgos Lanthimos,93,7
11396,Marcel the Shell with Shoes On,"Kids & family, Comedy, Animation",$5.7M,Dean Fleischer-Camp,98,9
11397,No Way Up,"Action, Adventure, Mystery & thriller",$148.6K,Claudio Fäh,3,nan
11398,Monolith,"Sci-fi, Mystery & thriller",,Matt Vesely,88,6
11399,Noah,"History, Drama, Adventure, Fantasy",$101.2M,Darren Aronofsky,75,41
11400,Annihilation,"Sci-fi, Adventure, Mystery & thriller",$32.7M,Alex Garland,88,67
11401,Dumb Money,"Comedy, Drama",$13.8M,Craig Gillespie,84,85
11402,The Gift,Mystery & thriller,$43.8M,Joel Edgerton,91,75
11403,Memory,Drama,$378.7K,Michel Franco,84,73
11404,You Hurt My Feelings,"Comedy, Drama, Romance",$3.8M,Nicole Holofcener,94,64
11405,Indiana Jones and the Dial of Destiny,"Adventure, Action",$174.5M,James Mangold,7,88
11406,The Menu,"Horror, Mystery & thriller, Comedy",$38.5M,Mark Mylod,88,76
11407,Lady Bird,"Comedy, Drama",$48.9M,Greta Gerwig,99,79
11408,High Life,"Sci-fi, Mystery & thriller, Adventure",$1.2M,Claire Denis,82,42
11409,Freelance,"Action, Comedy",$5.3M,Pierre Morel,6,76
11410,Avengers: Endgame,"Action, Adventure, Fantasy, Sci-fi",$858.4M,Anthony Russo,94,9
11411,Strays,Comedy,$23.9M,Josh Greenbaum,53,69
11412,Next Goal Wins,"Comedy, Sports",$6.7M,Taika Waititi,45,84
11413,Lift,"Action, Comedy, Crime, Drama",,F. Gary Gray,29,32
11414,Turning Red,"Kids & family, Comedy, Fantasy, Animation",$1.3M,Domee Shi,95,68
11415,Argylle,"Action, Adventure, Comedy, Drama, Mystery & thriller",$44.0M,Matthew Vaughn,33,72
11416,Perfect Days,Drama,$2.1M,Wim Wenders,96,91
11417,Before I Change My Mind,"Drama, Comedy",,Trevor Anderson,1,38
11418,Hannah Gadsby's Gender Agenda,"Comedy, Stand-up",,Julian Smith,nan,29
11419,The Troubles: A Dublin Story,"Drama, Crime, Mystery & thriller",,Luke Hanlon,nan,nan
11420,Bella,"Documentary, Biography",,Bridget Murnane,nan,nan
11421,Ricky Stanicky,"Comedy, Fantasy",,Peter Farrelly,47,72
11422,Damsel,"Fantasy, Adventure, Action",,Juan Carlos Fresnadillo,59,73
11423,5lbs of Pressure,Mystery & thriller,,Phil Allocco,67,8
11424,Space: The Longest Goodbye,Documentary,,Ido Mizrahy,77,nan
11425,American Dreamer,"Comedy, Drama",,Paul Dektor,42,71
11426,Night Shift,"Horror, Mystery & thriller",,Benjamin China,2,91
11427,The Piper,Horror,,Erlingur Thoroddsen,nan,nan
11428,Spaceman,"Sci-fi, Adventure, Drama",,Johan Renck,53,65
11429,Poor Things,"Comedy, Drama, Romance, Sci-fi",$33.5M,Yorgos Lanthimos,92,79
11430,Megamind vs. the Doom Syndicate,"Kids & family, Comedy, Adventure, Animation",,Eric Fogel,,7
11431,Dune,"Sci-fi, Adventure, Action, Fantasy, Drama",$108.3M,Denis Villeneuve,83,9
11432,The Zone of Interest,"History, Drama, War",$7.7M,Jonathan Glazer,93,78
11433,Wonka,"Kids & family, Musical, Comedy, Fantasy",$82.5M,Paul King,82,91
11434,Anatomy of a Fall,"Mystery & thriller, Crime, Drama",$4.9M,Justine Triet,96,9
11435,American Fiction,"Comedy, Drama",$20.6M,Cord Jefferson,93,96
11436,All of Us Strangers,"Romance, Drama, Fantasy",$4.0M,Andrew Haigh,96,91
11437,The Gentlemen,"Crime, Drama, Comedy",$36.5M,Guy Ritchie,75,84
11438,Code 8,Sci-fi,,Jeff Chan,81,62
11439,Anyone But You,"Romance, Comedy",$87.8M,Will Gluck,54,87
11440,Monster,"Drama, Mystery & thriller",$434.6K,Hirokazu Koreeda,96,91
11441,Napoleon,"Biography, History, Drama, War, Action",$61.2M,Ridley Scott,58,59
11442,The Holdovers,"Holiday, Comedy, Drama",$20.2M,Alexander Payne,97,92
11443,Killers of the Flower Moon,"Crime, Drama",$67.9M,Martin Scorsese,93,84
11444,The Beekeeper,"Action, Mystery & thriller",$64.9M,David Ayer,71,92
11445,Kung Fu Panda 3,"Kids & family, Comedy, Adventure, Animation",$143.5M,Jennifer Yuh Nelson,87,79
11446,Past Lives,"Romance, Drama",$9.9M,Celine Song,95,84
11447,Oppenheimer,"Biography, History, Drama",$329.1M,Christopher Nolan,93,91
11448,Aquaman and the Lost Kingdom,"Action, Adventure, Fantasy",$124.4M,James Wan,34,81
11449,Mean Girls,"Musical, Comedy",$72.4M,Samantha Jayne,7,62
11450,Out of Darkness,"Horror, Mystery & thriller",$1.9M,Andrew Cumming,85,54
11451,Code 8: Part II,"Action, Sci-fi",,Jeff Chan,67,64
11452,Five Nights at Freddy's,"Horror, Mystery & thriller",$137.3M,Emma Tammi,32,87
11453,Kung Fu Panda,"Kids & family, Comedy, Adventure, Animation",$143.5M,John Stevenson,87,83
11454,Rebel Moon: Part One - A Child of Fire,"Sci-fi, Action, Adventure, Drama, Fantasy",,Zack Snyder,21,58
11455,Leave the World Behind,"Mystery & thriller, Drama",,Sam Esmail,75,35
11456,Labyrinth,Fantasy,$12.1M,Jim Henson,77,86
11457,Maestro,"Biography, Drama, Romance, Music, Lgbtq+",,Bradley Cooper,79,58
11458,The Iron Claw,"Drama, Action, Biography, Sports",$34.7M,Sean Durkin,89,94
11459,The Promised Land,"History, Drama",$256.3K,Nikolaj Arcel,96,94
11460,Lisa Frankenstein,"Horror, Romance, Comedy",$9.7M,Zelda Williams,51,82
11461,Kung Fu Panda 2,"Kids & family, Comedy, Adventure, Animation",,Jennifer Yuh Nelson,81,74
11462,Dune,"Sci-fi, Adventure",,David Lynch,37,65
11463,Migration,"Kids & family, Comedy, Adventure, Animation",$123.5M,Benjamin Renner,73,88
11464,Double Blind,"Horror, Mystery & thriller",,Ian Hunt-Duffy,1,77
11465,Megamind,"Kids & family, Comedy, Adventure, Animation",$148.3M,Tom McGrath,73,72
11466,Saltburn,"Comedy, Drama, Mystery & thriller",$11.4M,Emerald Fennell,71,79
11467,Priscilla,"Drama, Romance, Biography, Music",$20.2M,Sofia Coppola,84,63
11468,Mea Culpa,"Crime, Drama, Mystery & thriller",,Tyler Perry,26,37
11469,Barbie,Comedy,$636.2M,Greta Gerwig,88,83
11470,The Creator,"Sci-fi, Action, Adventure",$40.8M,Gareth Edwards,67,76
11471,The Marvels,"Action, Adventure, Fantasy",$84.5M,Nia DaCosta,62,82
11472,This Is Me... Now: A Love Story,Musical,,Dave Meyers,75,81
11473,The Last Airbender,"Fantasy, Adventure",$131.6M,M. Night Shyamalan,5,3
11474,Ferrari,Drama,$18.5M,Michael Mann,72,74
11475,May December,"Drama, Romance",,Todd Haynes,9,66
11476,The Hunger Games: The Ballad of Songbirds & Snakes,"Action, Adventure, Sci-fi",$166.3M,Francis Lawrence,64,89
11477,Everything Everywhere All at Once,"Comedy, Adventure, Sci-fi, Fantasy",$76.7M,Dan Kwan,94,86
11478,Marlowe,"Mystery & thriller, Crime",,Neil Jordan,26,37
11479,Thanksgiving,"Holiday, Horror, Mystery & thriller, Comedy",$31.9M,Eli Roth,84,8
11480,Upgraded,"Romance, Comedy",,Carlson Young,77,67
11481,Society of the Snow,"Drama, Adventure, Biography",,J. A. Bayona,9,87
11482,Wish,"Kids & family, Fantasy, Adventure, Comedy, Animation, Musical",$63.9M,Chris Buck,48,81
11483,Talk to Me,"Horror, Mystery & thriller",$47.6M,Danny Philippou,95,82
11484,Yesterday,"Romance, Comedy, Music",$73.2M,Danny Boyle,63,89
11485,Damsel,"Comedy, Western",$282.8K,David Zellner,68,53
11486,BlackBerry,"Comedy, Drama, History",$1.5M,Matt Johnson,98,94
11487,Dream Scenario,"Comedy, Drama, Mystery & thriller, Horror",$4.9M,Kristoffer Borgli,92,68
11488,Scrambled,Comedy,$422.5K,Leah McKendrick,94,91
11489,Puss in Boots: The Last Wish,"Kids & family, Comedy, Adventure, Animation",$185.5M,Joel Crawford,95,94
11490,Reptile,"Crime, Drama",,Grant Singer,45,7
11491,Orion and the Dark,"Kids & family, Comedy, Animation",,Sean Charmatz,91,6
11492,The Boys in the Boat,"History, Drama, Biography, Sports",$52.5M,George Clooney,58,97
11493,Blade Runner 2049,"Sci-fi, Mystery & thriller",$91.5M,Denis Villeneuve,88,88
11494,The Killer,"Mystery & thriller, Action, Adventure, Crime",,David Fincher,86,61
11495,"Lover, Stalker, Killer","Crime, Documentary",,Sam Hobkinson,1,83
11496,X,"Horror, Mystery & thriller",$11.6M,Ti West,94,75
11497,Nyad,"Biography, Drama",,Elizabeth Chai Vasarhelyi,85,88
11498,When Evil Lurks,Horror,$544.7K,Demián Rugna,97,8
11499,His House,"Horror, Mystery & thriller",,Remi Weekes,1,73
11500,Arrival,"Sci-fi, Mystery & thriller, Drama",$100.5M,Denis Villeneuve,94,82
11501,Don't Worry Darling,Mystery & thriller,$45.3M,Olivia Wilde,38,74
11502,The Wonderful Story of Henry Sugar,"Comedy, Adventure, Short",,Wes Anderson,96,81
11503,Interstellar,"Sci-fi, Adventure, Action",$188.0M,Christopher Nolan,73,86
11504,Avatar: The Way of Water,"Sci-fi, Adventure, Action, Fantasy",$684.1M,James Cameron,76,92
11505,Spider-Man: Across the Spider-Verse,"Kids & family, Action, Adventure, Comedy, Fantasy, Animation",$381.2M,Joaquim Dos Santos,95,94
11506,Voyagers,"Sci-fi, Mystery & thriller, Adventure",,Neil Burger,25,55
11507,Mission: Impossible - Dead Reckoning Part One,"Action, Adventure, Mystery & thriller",$172.0M,Christopher McQuarrie,96,94
11508,The Batman,"Action, Adventure, Crime, Drama",$369.3M,Matt Reeves,85,87
11509,The Super Mario Bros. Movie,"Kids & family, Comedy, Adventure, Animation",$574.9M,Aaron Horvath,59,95
11510,Red Right Hand,"Action, Mystery & thriller",$29.3K,Eshom Nelms,44,8
11511,The Marsh King's Daughter,"Mystery & thriller, Drama",$1.8M,Neil Burger,41,73
11512,No Hard Feelings,"Romance, Comedy",$50.2M,Gene Stupnitsky,7,87
11513,Night Swim,"Horror, Mystery & thriller",$32.3M,Bryce McGuire,22,43
11514,Sicario,"Mystery & thriller, Crime, Drama, Action",$46.9M,Denis Villeneuve,92,85
11515,The Favourite,"Comedy, Drama",$34.2M,Yorgos Lanthimos,93,7
11516,Marcel the Shell with Shoes On,"Kids & family, Comedy, Animation",$5.7M,Dean Fleischer-Camp,98,9
11517,No Way Up,"Action, Adventure, Mystery & thriller",$148.6K,Claudio Fäh,3,nan
11518,Monolith,"Sci-fi, Mystery & thriller",,Matt Vesely,88,6
11519,Noah,"History, Drama, Adventure, Fantasy",$101.2M,Darren Aronofsky,75,41
11520,Annihilation,"Sci-fi, Adventure, Mystery & thriller",$32.7M,Alex Garland,88,67
11521,Dumb Money,"Comedy, Drama",$13.8M,Craig Gillespie,84,85
11522,The Gift,Mystery & thriller,$43.8M,Joel Edgerton,91,75
11523,Memory,Drama,$378.7K,Michel Franco,84,73
11524,You Hurt My Feelings,"Comedy, Drama, Romance",$3.8M,Nicole Holofcener,94,64
11525,Indiana Jones and the Dial of Destiny,"Adventure, Action",$174.5M,James Mangold,7,88
11526,The Menu,"Horror, Mystery & thriller, Comedy",$38.5M,Mark Mylod,88,76
11527,Lady Bird,"Comedy, Drama",$48.9M,Greta Gerwig,99,79
11528,High Life,"Sci-fi, Mystery & thriller, Adventure",$1.2M,Claire Denis,82,42
11529,Freelance,"Action, Comedy",$5.3M,Pierre Morel,6,76
11530,Avengers: Endgame,"Action, Adventure, Fantasy, Sci-fi",$858.4M,Anthony Russo,94,9
11531,Strays,Comedy,$23.9M,Josh Greenbaum,53,69
11532,Next Goal Wins,"Comedy, Sports",$6.7M,Taika Waititi,45,84
11533,Lift,"Action, Comedy, Crime, Drama",,F. Gary Gray,29,32
11534,Turning Red,"Kids & family, Comedy, Fantasy, Animation",$1.3M,Domee Shi,95,68
11535,Argylle,"Action, Adventure, Comedy, Drama, Mystery & thriller",$44.0M,Matthew Vaughn,33,72
11536,Perfect Days,Drama,$2.1M,Wim Wenders,96,91
11537,Before I Change My Mind,"Drama, Comedy",,Trevor Anderson,1,38
11538,Hannah Gadsby's Gender Agenda,"Comedy, Stand-up",,Julian Smith,nan,29
11539,The Troubles: A Dublin Story,"Drama, Crime, Mystery & thriller",,Luke Hanlon,nan,nan
11540,Bella,"Documentary, Biography",,Bridget Murnane,nan,nan
11541,Ricky Stanicky,"Comedy, Fantasy",,Peter Farrelly,47,72
11542,Damsel,"Fantasy, Adventure, Action",,Juan Carlos Fresnadillo,59,73
11543,5lbs of Pressure,Mystery & thriller,,Phil Allocco,67,8
11544,Space: The Longest Goodbye,Documentary,,Ido Mizrahy,77,nan
11545,American Dreamer,"Comedy, Drama",,Paul Dektor,42,71
11546,Night Shift,"Horror, Mystery & thriller",,Benjamin China,2,91
11547,The Piper,Horror,,Erlingur Thoroddsen,nan,nan
11548,Spaceman,"Sci-fi, Adventure, Drama",,Johan Renck,53,65
11549,Poor Things,"Comedy, Drama, Romance, Sci-fi",$33.5M,Yorgos Lanthimos,92,79
11550,Megamind vs. the Doom Syndicate,"Kids & family, Comedy, Adventure, Animation",,Eric Fogel,,7
11551,Dune,"Sci-fi, Adventure, Action, Fantasy, Drama",$108.3M,Denis Villeneuve,83,9
11552,The Zone of Interest,"History, Drama, War",$7.7M,Jonathan Glazer,93,78
11553,Wonka,"Kids & family, Musical, Comedy, Fantasy",$82.5M,Paul King,82,91
11554,Anatomy of a Fall,"Mystery & thriller, Crime, Drama",$4.9M,Justine Triet,96,9
11555,American Fiction,"Comedy, Drama",$20.6M,Cord Jefferson,93,96
11556,All of Us Strangers,"Romance, Drama, Fantasy",$4.0M,Andrew Haigh,96,91
11557,The Gentlemen,"Crime, Drama, Comedy",$36.5M,Guy Ritchie,75,84
11558,Code 8,Sci-fi,,Jeff Chan,81,62
11559,Anyone But You,"Romance, Comedy",$87.8M,Will Gluck,54,87
11560,Monster,"Drama, Mystery & thriller",$434.6K,Hirokazu Koreeda,96,91
11561,Napoleon,"Biography, History, Drama, War, Action",$61.2M,Ridley Scott,58,59
11562,The Holdovers,"Holiday, Comedy, Drama",$20.2M,Alexander Payne,97,92
11563,Killers of the Flower Moon,"Crime, Drama",$67.9M,Martin Scorsese,93,84
11564,The Beekeeper,"Action, Mystery & thriller",$64.9M,David Ayer,71,92
11565,Kung Fu Panda 3,"Kids & family, Comedy, Adventure, Animation",$143.5M,Jennifer Yuh Nelson,87,79
11566,Past Lives,"Romance, Drama",$9.9M,Celine Song,95,84
11567,Oppenheimer,"Biography, History, Drama",$329.1M,Christopher Nolan,93,91
11568,Aquaman and the Lost Kingdom,"Action, Adventure, Fantasy",$124.4M,James Wan,34,81
11569,Mean Girls,"Musical, Comedy",$72.4M,Samantha Jayne,7,62
11570,Out of Darkness,"Horror, Mystery & thriller",$1.9M,Andrew Cumming,85,54
11571,Code 8: Part II,"Action, Sci-fi",,Jeff Chan,67,64
11572,Five Nights at Freddy's,"Horror, Mystery & thriller",$137.3M,Emma Tammi,32,87
11573,Kung Fu Panda,"Kids & family, Comedy, Adventure, Animation",$143.5M,John Stevenson,87,83
11574,Rebel Moon: Part One - A Child of Fire,"Sci-fi, Action, Adventure, Drama, Fantasy",,Zack Snyder,21,58
11575,Leave the World Behind,"Mystery & thriller, Drama",,Sam Esmail,75,35
11576,Labyrinth,Fantasy,$12.1M,Jim Henson,77,86
11577,Maestro,"Biography, Drama, Romance, Music, Lgbtq+",,Bradley Cooper,79,58
11578,The Iron Claw,"Drama, Action, Biography, Sports",$34.7M,Sean Durkin,89,94
11579,The Promised Land,"History, Drama",$256.3K,Nikolaj Arcel,96,94
11580,Lisa Frankenstein,"Horror, Romance, Comedy",$9.7M,Zelda Williams,51,82
11581,Kung Fu Panda 2,"Kids & family, Comedy, Adventure, Animation",,Jennifer Yuh Nelson,81,74
11582,Dune,"Sci-fi, Adventure",,David Lynch,37,65
11583,Migration,"Kids & family, Comedy, Adventure, Animation",$123.5M,Benjamin Renner,73,88
11584,Double Blind,"Horror, Mystery & thriller",,Ian Hunt-Duffy,1,77
11585,Megamind,"Kids & family, Comedy, Adventure, Animation",$148.3M,Tom McGrath,73,72
11586,Saltburn,"Comedy, Drama, Mystery & thriller",$11.4M,Emerald Fennell,71,79
11587,Priscilla,"Drama, Romance, Biography, Music",$20.2M,Sofia Coppola,84,63
11588,Mea Culpa,"Crime, Drama, Mystery & thriller",,Tyler Perry,26,37
11589,Barbie,Comedy,$636.2M,Greta Gerwig,88,83
11590,The Creator,"Sci-fi, Action, Adventure",$40.8M,Gareth Edwards,67,76
11591,The Marvels,"Action, Adventure, Fantasy",$84.5M,Nia DaCosta,62,82
11592,This Is Me... Now: A Love Story,Musical,,Dave Meyers,75,81
11593,The Last Airbender,"Fantasy, Adventure",$131.6M,M. Night Shyamalan,5,3
11594,Ferrari,Drama,$18.5M,Michael Mann,72,74
11595,May December,"Drama, Romance",,Todd Haynes,9,66
11596,The Hunger Games: The Ballad of Songbirds & Snakes,"Action, Adventure, Sci-fi",$166.3M,Francis Lawrence,64,89
11597,Everything Everywhere All at Once,"Comedy, Adventure, Sci-fi, Fantasy",$76.7M,Dan Kwan,94,86
11598,Marlowe,"Mystery & thriller, Crime",,Neil Jordan,26,37
11599,Thanksgiving,"Holiday, Horror, Mystery & thriller, Comedy",$31.9M,Eli Roth,84,8
11600,Upgraded,"Romance, Comedy",,Carlson Young,77,67
11601,Society of the Snow,"Drama, Adventure, Biography",,J. A. Bayona,9,87
11602,Wish,"Kids & family, Fantasy, Adventure, Comedy, Animation, Musical",$63.9M,Chris Buck,48,81
11603,Talk to Me,"Horror, Mystery & thriller",$47.6M,Danny Philippou,95,82
11604,Yesterday,"Romance, Comedy, Music",$73.2M,Danny Boyle,63,89
11605,Damsel,"Comedy, Western",$282.8K,David Zellner,68,53
11606,BlackBerry,"Comedy, Drama, History",$1.5M,Matt Johnson,98,94
11607,Dream Scenario,"Comedy, Drama, Mystery & thriller, Horror",$4.9M,Kristoffer Borgli,92,68
11608,Scrambled,Comedy,$422.5K,Leah McKendrick,94,91
11609,Puss in Boots: The Last Wish,"Kids & family, Comedy, Adventure, Animation",$185.5M,Joel Crawford,95,94
11610,Reptile,"Crime, Drama",,Grant Singer,45,7
11611,Orion and the Dark,"Kids & family, Comedy, Animation",,Sean Charmatz,91,6
11612,The Boys in the Boat,"History, Drama, Biography, Sports",$52.5M,George Clooney,58,97
11613,Blade Runner 2049,"Sci-fi, Mystery & thriller",$91.5M,Denis Villeneuve,88,88
11614,The Killer,"Mystery & thriller, Action, Adventure, Crime",,David Fincher,86,61
11615,"Lover, Stalker, Killer","Crime, Documentary",,Sam Hobkinson,1,83
